m_matlab,q_matlab,m_vivado,q_vivado,error_m,error_q
285.81494140625,-0.1518794298172,285.81494140625,-0.151883721351624,0,4.29153442382812e-06
337.951477050781,0.56979501247406,337.951354980469,0.569798350334167,0.0001220703125,3.33786010742188e-06
210.329406738281,-0.388303756713867,210.329467773438,-0.388303160667419,6.103515625e-05,5.96046447753906e-07
420.37109375,0.346390604972839,482.873718261719,-0.674482583999634,62.5026245117188,1.02087318897247
287.950500488281,0.179274559020996,287.950439453125,0.179275989532471,6.103515625e-05,1.43051147460938e-06
230.412170410156,-0.240243673324585,230.412109375,-0.240241646766663,6.103515625e-05,2.02655792236328e-06
293.076232910156,0.315690040588379,293.075988769531,0.315691828727722,0.000244140625,1.78813934326172e-06
262.732299804688,-0.406713724136353,262.732360839844,-0.406712770462036,6.103515625e-05,9.5367431640625e-07
243.138977050781,-0.434858083724976,243.138916015625,-0.434857249259949,6.103515625e-05,8.34465026855469e-07
340.611450195312,0.102701783180237,340.611572265625,0.102703332901001,0.0001220703125,1.54972076416016e-06
373.286560058594,0.391890287399292,373.286499023438,0.391890406608582,6.103515625e-05,1.19209289550781e-07
209.293395996094,-0.385186910629272,209.293518066406,-0.385185480117798,0.0001220703125,1.43051147460938e-06
320.418090820312,0.331371545791626,320.417846679688,0.331372380256653,0.000244140625,8.34465026855469e-07
229.003601074219,-0.445200443267822,229.00341796875,-0.445197224617004,0.00018310546875,3.21865081787109e-06
246.8671875,0.880092740058899,246.867431640625,0.880090951919556,0.000244140625,1.78813934326172e-06
388.976379394531,-0.231164574623108,388.976318359375,-0.231163382530212,6.103515625e-05,1.19209289550781e-06
319.044372558594,-0.0148489475250244,319.044311523438,-0.0148444175720215,6.103515625e-05,4.52995300292969e-06
348.025024414062,-0.202313184738159,348.025024414062,-0.202314734458923,0,1.54972076416016e-06
208.152526855469,-0.0845239162445068,208.152160644531,-0.0845212936401367,0.0003662109375,2.62260437011719e-06
253.374694824219,0.0304971933364868,253.374755859375,0.0304992198944092,6.103515625e-05,2.02655792236328e-06
369.797241210938,0.325267553329468,369.797424316406,0.325265169143677,0.00018310546875,2.38418579101562e-06
390.464172363281,0.212554812431335,390.464172363281,0.212555646896362,0,8.34465026855469e-07
302.39404296875,-0.713304877281189,302.394165039062,-0.713304400444031,0.0001220703125,4.76837158203125e-07
213.914733886719,0.523344039916992,213.914794921875,0.523343324661255,6.103515625e-05,7.15255737304688e-07
388.372436523438,-0.494382500648499,388.372497558594,-0.494384765625,6.103515625e-05,2.26497650146484e-06
328.766906738281,-0.675915598869324,328.767028808594,-0.67591667175293,0.0001220703125,1.07288360595703e-06
285.360290527344,-0.568244695663452,285.360229492188,-0.568239569664001,6.103515625e-05,5.12599945068359e-06
399.773254394531,-0.232825636863708,399.7734375,-0.232824921607971,0.00018310546875,7.15255737304688e-07
320.636413574219,0.304910182952881,320.636413574219,0.304911613464355,0,1.43051147460938e-06
267.97119140625,0.552146196365356,267.971069335938,0.5521479845047,0.0001220703125,1.78813934326172e-06
222.931518554688,0.37752377986908,222.931823730469,0.377522945404053,0.00030517578125,8.34465026855469e-07
271.240966796875,0.563100695610046,271.240905761719,0.563100576400757,6.103515625e-05,1.19209289550781e-07
278.194458007812,-0.561755299568176,278.194458007812,-0.561750888824463,0,4.41074371337891e-06
300.346923828125,0.799304485321045,300.34716796875,0.799307346343994,0.000244140625,2.86102294921875e-06
266.050109863281,0.493312120437622,266.050109863281,0.49330997467041,0,2.14576721191406e-06
339.246154785156,-0.00295686721801758,339.246276855469,-0.00295281410217285,0.0001220703125,4.05311584472656e-06
321.192321777344,-0.258273005485535,321.192321777344,-0.258269786834717,0,3.21865081787109e-06
215.907409667969,0.43231999874115,215.907592773438,0.432318806648254,0.00018310546875,1.19209289550781e-06
306.451416015625,0.557080030441284,306.451599121094,0.557081460952759,0.00018310546875,1.43051147460938e-06
278.836242675781,0.610580205917358,278.835998535156,0.610582590103149,0.000244140625,2.38418579101562e-06
395.746398925781,0.48471474647522,421.978698730469,0.0562593936920166,26.2322998046875,0.428455352783203
267.366333007812,-0.172799825668335,267.366333007812,-0.17279851436615,0,1.31130218505859e-06
315.974792480469,-0.257015824317932,315.974731445312,-0.257015228271484,6.103515625e-05,5.96046447753906e-07
402.143493652344,0.107720136642456,402.143493652344,0.107721090316772,0,9.5367431640625e-07
273.457763671875,-0.333644986152649,273.458129882812,-0.333646655082703,0.0003662109375,1.66893005371094e-06
317.336181640625,-0.966262578964233,317.336303710938,-0.966262817382812,0.0001220703125,2.38418579101562e-07
227.020690917969,-1,227.020446777344,0.769085168838501,0.000244140625,1.7690851688385
353.075378417969,0.873700737953186,353.075439453125,0.87370502948761,6.103515625e-05,4.29153442382812e-06
307.744140625,0.356626510620117,307.743896484375,0.356630086898804,0.000244140625,3.57627868652344e-06
362.293334960938,-1,362.293640136719,0.900813341140747,0.00030517578125,1.90081334114075
308.858825683594,0.372991323471069,308.859008789062,0.372989296913147,0.00018310546875,2.02655792236328e-06
243.365661621094,0.0820835828781128,243.365905761719,0.0820819139480591,0.000244140625,1.66893005371094e-06
297.786071777344,0.99999988079071,297.786010742188,-0.953100442886353,6.103515625e-05,1.95310032367706
299.783813476562,-0.391953229904175,299.783752441406,-0.39194917678833,6.103515625e-05,4.05311584472656e-06
279.233520507812,0.272337913513184,279.233703613281,0.272339940071106,0.00018310546875,2.02655792236328e-06
291.028076171875,0.0404617786407471,291.028015136719,0.0404614210128784,6.103515625e-05,3.57627868652344e-07
292.771301269531,0.0909675359725952,292.771545410156,0.090965747833252,0.000244140625,1.78813934326172e-06
383.643676757812,-0.103131294250488,383.643920898438,-0.103132605552673,0.000244140625,1.31130218505859e-06
360.415344238281,0.693207383155823,360.415161132812,0.693211078643799,0.00018310546875,3.69548797607422e-06
259.707763671875,-0.159355521202087,259.707580566406,-0.159351706504822,0.00018310546875,3.814697265625e-06
342.993225097656,0.653320670127869,342.993347167969,0.653321862220764,0.0001220703125,1.19209289550781e-06
259.641540527344,0.218286633491516,259.641418457031,0.218288660049438,0.0001220703125,2.02655792236328e-06
363.8505859375,-0.577589869499207,363.850463867188,-0.577589273452759,0.0001220703125,5.96046447753906e-07
225.031555175781,0.0707771778106689,225.031433105469,0.0707772970199585,0.0001220703125,1.19209289550781e-07
246.74462890625,0.99999988079071,246.744689941406,-0.841784596443176,6.103515625e-05,1.84178447723389
294.245727539062,0.674111008644104,294.245971679688,0.674108266830444,0.000244140625,2.74181365966797e-06
260.388916015625,-0.319766402244568,260.388854980469,-0.319766998291016,6.103515625e-05,5.96046447753906e-07
368.189575195312,-0.216848254203796,368.189819335938,-0.216850876808167,0.000244140625,2.62260437011719e-06
371.408386230469,0.348842024803162,371.408264160156,0.348842978477478,0.0001220703125,9.5367431640625e-07
350.933166503906,0.611633062362671,350.93310546875,0.611635327339172,6.103515625e-05,2.26497650146484e-06
335.461608886719,0.320946574211121,335.461608886719,0.320944309234619,0,2.26497650146484e-06
189.778869628906,-0.820218920707703,189.778930664062,-0.820218682289124,6.103515625e-05,2.38418579101562e-07
359.026000976562,0.389074921607971,359.026123046875,0.389077067375183,0.0001220703125,2.14576721191406e-06
267.523315429688,0.321919083595276,267.523620605469,0.321916341781616,0.00030517578125,2.74181365966797e-06
299.453979492188,0.134039640426636,299.453918457031,0.134042501449585,6.103515625e-05,2.86102294921875e-06
259.924987792969,-0.148585200309753,259.924987792969,-0.148582458496094,0,2.74181365966797e-06
460.075134277344,-0.574527263641357,460.0751953125,-0.574526429176331,6.103515625e-05,8.34465026855469e-07
292.911193847656,0.981511235237122,292.911193847656,0.98151421546936,0,2.98023223876953e-06
319.265258789062,-0.0272231101989746,319.265502929688,-0.0272201299667358,0.000244140625,2.98023223876953e-06
329.246948242188,-0.266331672668457,329.2470703125,-0.266331911087036,0.0001220703125,2.38418579101562e-07
436.337951660156,-0.763445138931274,436.337951660156,-0.763445615768433,0,4.76837158203125e-07
326.319519042969,0.378537893295288,326.319519042969,0.378538966178894,0,1.07288360595703e-06
189.973266601562,-0.840409159660339,189.973266601562,-0.840407133102417,0,2.02655792236328e-06
348.434020996094,-0.370302200317383,348.433959960938,-0.370300769805908,6.103515625e-05,1.43051147460938e-06
258.27001953125,0.0668962001800537,258.270202636719,0.0668965578079224,0.00018310546875,3.57627868652344e-07
283.164733886719,0.303378224372864,283.164611816406,0.303382039070129,0.0001220703125,3.814697265625e-06
288.847839355469,-0.395213603973389,288.84765625,-0.395213723182678,0.00018310546875,1.19209289550781e-07
255.763122558594,0.594991564750671,255.763305664062,0.594990015029907,0.00018310546875,1.54972076416016e-06
410.411560058594,-0.679671287536621,410.41162109375,-0.679672718048096,6.103515625e-05,1.43051147460938e-06
251.811157226562,-0.462507486343384,251.81103515625,-0.462510108947754,0.0001220703125,2.62260437011719e-06
401.811279296875,-0.355450391769409,401.8115234375,-0.355449080467224,0.000244140625,1.31130218505859e-06
280.944091796875,-0.795789480209351,280.944091796875,-0.795786261558533,0,3.21865081787109e-06
264.504577636719,-0.704322457313538,264.504760742188,-0.704325199127197,0.00018310546875,2.74181365966797e-06
309.681823730469,-0.0020604133605957,309.682006835938,-0.00205779075622559,0.00018310546875,2.62260437011719e-06
268.382202148438,-0.145381689071655,268.382080078125,-0.14538037776947,0.0001220703125,1.31130218505859e-06
224.146362304688,-0.803474426269531,224.146423339844,-0.803474307060242,6.103515625e-05,1.19209289550781e-07
298.029357910156,0.877687573432922,298.029479980469,0.877688407897949,0.0001220703125,8.34465026855469e-07
237.910400390625,-0.257375597953796,237.910278320312,-0.25737476348877,0.0001220703125,8.34465026855469e-07
362.973999023438,0.179484248161316,362.974182128906,0.179481387138367,0.00018310546875,2.86102294921875e-06
293.679748535156,-0.620445489883423,293.679748535156,-0.620445847511292,0,3.57627868652344e-07
320.086853027344,0.635232210159302,320.086853027344,0.635235071182251,0,2.86102294921875e-06
294.595886230469,-1,294.595520019531,0.941854357719421,0.0003662109375,1.94185435771942
304.063110351562,0.383026719093323,304.063232421875,0.383024930953979,0.0001220703125,1.78813934326172e-06
352.773681640625,0.0296818017959595,352.773742675781,0.0296812057495117,6.103515625e-05,5.96046447753906e-07
302.804443359375,0.297445893287659,302.804321289062,0.29745090007782,0.0001220703125,5.00679016113281e-06
333.068176269531,0.281570792198181,333.068115234375,0.281572222709656,6.103515625e-05,1.43051147460938e-06
363.788757324219,0.603580355644226,363.789001464844,0.603580355644226,0.000244140625,0
320.097106933594,-0.328936696052551,320.096984863281,-0.32893693447113,0.0001220703125,2.38418579101562e-07
332.173156738281,0.418517351150513,332.172973632812,0.418519854545593,0.00018310546875,2.50339508056641e-06
286.496215820312,0.437741041183472,286.496398925781,0.437740087509155,0.00018310546875,9.5367431640625e-07
214.750366210938,0.761260867118835,214.75048828125,0.761259436607361,0.0001220703125,1.43051147460938e-06
199.260131835938,-0.450593113899231,199.260009765625,-0.450592875480652,0.0001220703125,2.38418579101562e-07
399.736694335938,-0.102347612380981,399.736572265625,-0.102347612380981,0.0001220703125,0
346.956420898438,0.435191988945007,346.956420898438,0.435190916061401,0,1.07288360595703e-06
267.41259765625,0.177521944046021,267.41259765625,0.177522778511047,0,8.34465026855469e-07
217.322143554688,0.954089164733887,217.322204589844,0.954088687896729,6.103515625e-05,4.76837158203125e-07
218.197509765625,-0.375885963439941,218.197387695312,-0.375883460044861,0.0001220703125,2.50339508056641e-06
187.042053222656,0.715222954750061,187.042175292969,0.715222597122192,0.0001220703125,3.57627868652344e-07
370.208923339844,-1,370.208923339844,0.716530442237854,0,1.71653044223785
