m_matlab,q_matlab,m_vivado,q_vivado,error_abs_m,error_abs_q,error_rel_m,error_rel_q
252.437377929688,0.609572887420654,252.438110351562,0.609566211700439,0.000732421875,6.67572021484375e-06,2.90140026412414e-06,1.09514716822321e-05
387.68359375,-0.815731525421143,387.683959960938,-0.815732955932617,0.0003662109375,1.43051147460938e-06,9.44612935403589e-07,-1.75365476266329e-06
333.347412109375,-0.393398284912109,333.34765625,-0.393402099609375,0.000244140625,3.814697265625e-06,7.32390941495879e-07,-9.69678163817429e-06
241.693725585938,0.425678730010986,241.693969726562,0.425675868988037,0.000244140625,2.86102294921875e-06,1.01012396746391e-06,6.72108505197079e-06
262.745483398438,-0.189945220947266,262.745483398438,-0.189942836761475,0,2.38418579101562e-06,0,-1.25519651356616e-05
328.165771484375,0.510915279388428,328.165771484375,0.510912418365479,0,2.86102294921875e-06,0,5.59979915387035e-06
352.41455078125,-0.673635482788086,352.41455078125,-0.673635482788086,0,0,0,-0
348.32373046875,-0.224501609802246,348.323852539062,-0.224502563476562,0.0001220703125,9.5367431640625e-07,3.50450749754334e-07,-4.24796204021121e-06
191.608520507812,0.267090797424316,191.608520507812,0.267094612121582,0,3.814697265625e-06,0,1.42823987288665e-05
312.294311523438,0.484713077545166,312.294311523438,0.484715938568115,0,2.86102294921875e-06,0,5.90250827088971e-06
338.822998046875,-0.779362201690674,338.823486328125,-0.779365062713623,0.00048828125,2.86102294921875e-06,1.44111011594451e-06,-3.67097986406362e-06
306.675659179688,-0.104271411895752,306.67578125,-0.104273319244385,0.0001220703125,1.9073486328125e-06,3.98043694848558e-07,-1.82921531236138e-05
318.603515625,-0.237120628356934,318.603393554688,-0.237120151519775,0.0001220703125,4.76837158203125e-07,3.83141762452107e-07,-2.01094759872747e-06
254.959716796875,-0.0638337135314941,254.959716796875,-0.0638303756713867,0,3.33786010742188e-06,0,-5.22899252254069e-05
430.838623046875,-0.583621978759766,430.838134765625,-0.583619594573975,0.00048828125,2.38418579101562e-06,1.13332747780803e-06,-4.08515422274222e-06
392.753662109375,0.505388259887695,392.753662109375,0.505388259887695,0,0,0,0
356.10302734375,0.150698661804199,356.10302734375,0.150702476501465,0,3.814697265625e-06,0,2.53134116783425e-05
332.252563476562,-0.941942691802979,332.252807617188,-0.941944122314453,0.000244140625,1.43051147460938e-06,7.34804338137852e-07,-1.51868206745277e-06
280.279052734375,-0.404433250427246,280.279052734375,-0.404431343078613,0,1.9073486328125e-06,0,-4.71610242431245e-06
326.037109375,-0.0805215835571289,326.037109375,-0.0805196762084961,0,1.9073486328125e-06,0,-2.36874207951867e-05
160.332275390625,0.00528907775878906,160.332275390625,0.00528907775878906,0,0,0,0
259.688232421875,-0.0571269989013672,259.688110351562,-0.0571250915527344,0.0001220703125,1.9073486328125e-06,4.70064859549321e-07,-3.3387866849187e-05
327.932739257812,0.206721782684326,327.932861328125,0.206719875335693,0.0001220703125,1.9073486328125e-06,3.72241920023823e-07,9.22664562991463e-06
304.8564453125,-0.277974128723145,304.8564453125,-0.277974128723145,0,0,0,-0
284.926025390625,0.288302898406982,284.926635742188,0.288299083709717,0.0006103515625,3.814697265625e-06,2.14214044386864e-06,1.32315605798731e-05
382.158203125,0.724305152893066,382.158935546875,0.72430419921875,0.000732421875,9.5367431640625e-07,1.91654102675491e-06,1.31667476421647e-06
350.615356445312,-0.990220069885254,350.615966796875,-0.990222454071045,0.0006103515625,2.38418579101562e-06,1.74080099824492e-06,-2.40773325397445e-06
408.715209960938,-0.475513458251953,408.715698242188,-0.475520610809326,0.00048828125,7.15255737304688e-06,1.1946735479863e-06,-1.50417559144184e-05
317.079345703125,0.674293041229248,317.079467773438,0.674291610717773,0.0001220703125,1.43051147460938e-06,3.84983488058197e-07,2.12149820203027e-06
389.80712890625,0.323533535003662,389.807006835938,0.323530197143555,0.0001220703125,3.33786010742188e-06,3.131556696834e-07,1.03168906660142e-05
301.359497070312,0.908250331878662,301.359130859375,0.908249855041504,0.0003662109375,4.76837158203125e-07,1.21519627242594e-06,5.25006313200916e-07
323.38134765625,0.678727626800537,323.382080078125,0.678722381591797,0.000732421875,5.24520874023438e-06,2.26488596299176e-06,7.72800241675712e-06
274.839965820312,-0.787844657897949,274.83984375,-0.787845134735107,0.0001220703125,4.76837158203125e-07,4.44150515503296e-07,-6.0524261150082e-07
414.805541992188,-0.237076282501221,414.8056640625,-0.237076282501221,0.0001220703125,0,2.94283224649634e-07,-0
314.334716796875,-0.865622520446777,314.334716796875,-0.865621089935303,0,1.43051147460938e-06,0,-1.65258116652399e-06
396.88720703125,-0.271759510040283,396.887084960938,-0.271764278411865,0.0001220703125,4.76837158203125e-06,3.07569279980316e-07,-1.75462915035593e-05
430.918334960938,-0.238904476165771,430.91845703125,-0.238906860351562,0.0001220703125,2.38418579101562e-06,2.83279458301689e-07,-9.97966144996497e-06
289.131469726562,1.28719472885132,289.131469726562,1.28719615936279,0,1.43051147460938e-06,0,1.11134037651471e-06
253.975341796875,-0.11515998840332,253.975708007812,-0.115163803100586,0.0003662109375,3.814697265625e-06,1.44191532496446e-06,-3.31251966808553e-05
309.67822265625,0.471954345703125,309.67822265625,0.471954822540283,0,4.76837158203125e-07,0,1.0103459424507e-06
360.744506835938,-0.255128383636475,360.744873046875,-0.255130290985107,0.0003662109375,1.9073486328125e-06,1.01515319169239e-06,-7.47603463646847e-06
379.098754882812,0.165287017822266,379.0986328125,0.165286064147949,0.0001220703125,9.5367431640625e-07,3.22001354337696e-07,5.76980775000577e-06
270.522094726562,0.805860042572021,270.522338867188,0.805861949920654,0.000244140625,1.9073486328125e-06,9.02479426853366e-07,2.36684849980266e-06
378.022827148438,-0.372936248779297,378.023071289062,-0.372941970825195,0.000244140625,5.7220458984375e-06,6.45835667760174e-07,-1.53432280105971e-05
308.234008789062,0.351596355438232,308.234497070312,0.351593971252441,0.00048828125,2.38418579101562e-06,1.58412516489753e-06,6.78103101507966e-06
346.216186523438,0.348848819732666,346.216186523438,0.348846435546875,0,2.38418579101562e-06,0,6.83443846203264e-06
327.023559570312,-0.766808986663818,327.02392578125,-0.766813278198242,0.0003662109375,4.29153442382812e-06,1.1198304427399e-06,-5.59661466997074e-06
251.02490234375,-0.390012741088867,251.025268554688,-0.390016555786133,0.0003662109375,3.814697265625e-06,1.45886298164361e-06,-9.78095550154295e-06
331.426635742188,0.0445504188537598,331.426513671875,0.044550895690918,0.0001220703125,4.76837158203125e-07,3.68317749195502e-07,1.07033148165987e-05
304.541137695312,0.598505020141602,304.541381835938,0.598507404327393,0.000244140625,2.38418579101562e-06,8.01667146998899e-07,3.98356857633633e-06
375.971923828125,0.453352451324463,375.972290039062,0.453347206115723,0.0003662109375,5.24520874023438e-06,9.74037991377816e-07,1.15698254744417e-05
383.692016601562,0.00574350357055664,383.692260742188,0.00574016571044922,0.000244140625,3.33786010742188e-06,6.36293210274226e-07,0.00058115400581154
217.391479492188,-0.282208442687988,217.391723632812,-0.282207012176514,0.000244140625,1.43051147460938e-06,1.12304597020222e-06,-5.06898893946613e-06
318.12548828125,0.219934940338135,318.12548828125,0.219939231872559,0,4.29153442382812e-06,0,1.95127450746579e-05
281.395751953125,0.086998462677002,281.39599609375,0.0869970321655273,0.000244140625,1.43051147460938e-06,8.67605936853905e-07,1.64429511808779e-05
199.272216796875,0.0184617042541504,199.272216796875,0.0184645652770996,0,2.86102294921875e-06,0,0.000154970684712142
315.236450195312,-0.674846172332764,315.236694335938,-0.674849510192871,0.000244140625,3.33786010742188e-06,7.74468259773693e-07,-4.94610511886551e-06
270.100341796875,-0.685877799987793,270.100219726562,-0.685875415802002,0.0001220703125,2.38418579101562e-06,4.51944309614392e-07,-3.47610870487142e-06
323.455932617188,-0.0912075042724609,323.455688476562,-0.0912079811096191,0.000244140625,4.76837158203125e-07,7.54787902712368e-07,-5.22804742884627e-06
557.051391601562,-0.70839786529541,557.051879882812,-0.708396911621094,0.00048828125,9.5367431640625e-07,8.76546145223974e-07,-1.34624109293237e-06
339.473754882812,0.360373020172119,339.473754882812,0.360371112823486,0,1.9073486328125e-06,0,5.29270651810039e-06
370.891723632812,-0.659894466400146,370.891357421875,-0.659891605377197,0.0003662109375,2.86102294921875e-06,9.87379642535657e-07,-4.3355765124478e-06
231.875854492188,0.989123821258545,231.876220703125,0.989121437072754,0.0003662109375,2.38418579101562e-06,1.5793405410926e-06,2.4104017513015e-06
476.511840820312,-0.410138607025146,476.51220703125,-0.410142421722412,0.0003662109375,3.814697265625e-06,7.68524318030733e-07,-9.30099532276198e-06
305.931030273438,-0.364888191223145,305.93115234375,-0.364887237548828,0.0001220703125,9.5367431640625e-07,3.99012523806085e-07,-2.61360696055806e-06
441.104248046875,-0.398068904876709,441.103759765625,-0.398063659667969,0.00048828125,5.24520874023438e-06,1.10695204628388e-06,-1.31766351904802e-05
197.1923828125,-0.0795607566833496,197.192260742188,-0.0795588493347168,0.0001220703125,1.9073486328125e-06,6.19041723412158e-07,-2.39734853252303e-05
255.669677734375,0.0850749015808105,255.669677734375,0.0850749015808105,0,0,0,0
264.299560546875,0.380599021911621,264.299560546875,0.380599975585938,0,9.5367431640625e-07,0,2.50571930431209e-06
196.977172851562,-0.215075969696045,196.977294921875,-0.215079307556152,0.0001220703125,3.33786010742188e-06,6.19718065463298e-07,-1.55194469755923e-05
323.338623046875,-0.521366119384766,323.3388671875,-0.521366596221924,0.000244140625,4.76837158203125e-07,7.55061745174212e-07,-9.14591762820747e-07
336.84765625,0.256828784942627,336.847778320312,0.256827831268311,0.0001220703125,9.5367431640625e-07,3.62390268226781e-07,3.71326880909899e-06
284.279296875,0.510798454284668,284.279663085938,0.510798931121826,0.0003662109375,4.76837158203125e-07,1.28820825689964e-06,9.33513314700408e-07
259.650512695312,0.540584087371826,259.651000976562,0.540582656860352,0.00048828125,1.43051147460938e-06,1.88053258563358e-06,2.64623304315918e-06
330.804931640625,-0.244543552398682,330.805297851562,-0.244540691375732,0.0003662109375,2.86102294921875e-06,1.10702986102347e-06,-1.16994413516755e-05
294.0009765625,1.40477657318115,294.001098632812,1.40477657318115,0.0001220703125,0,4.15203765399908e-07,0
232.788208007812,0.840837001800537,232.788452148438,0.840839862823486,0.000244140625,2.86102294921875e-06,1.04876714799835e-06,3.40258925700494e-06
415.006713867188,0.577308654785156,415.007080078125,0.577306270599365,0.0003662109375,2.38418579101562e-06,8.82421718163327e-07,4.12982859559397e-06
304.898193359375,0.134897232055664,304.897827148438,0.134900569915771,0.0003662109375,3.33786010742188e-06,1.20109251375051e-06,2.47437256981265e-05
242.123779296875,1.20802307128906,242.12353515625,1.2080225944519,0.000244140625,4.76837158203125e-07,1.00832981258174e-06,3.9472520809913e-07
174.932983398438,-0.0863356590270996,174.932739257812,-0.0863370895385742,0.000244140625,1.43051147460938e-06,1.39562374263023e-06,-1.65691846304243e-05
250.757202148438,0.674917221069336,250.756713867188,0.674918651580811,0.00048828125,1.43051147460938e-06,1.94722722145767e-06,2.11953618896089e-06
421.490966796875,0.911662578582764,421.491333007812,0.911661148071289,0.0003662109375,1.43051147460938e-06,8.68846467299226e-07,1.56912382740684e-06
299.844970703125,1.10332918167114,299.844970703125,1.10332775115967,0,1.43051147460938e-06,0,1.29654095837715e-06
355.3017578125,0.772255897521973,355.302001953125,0.772252082824707,0.000244140625,3.814697265625e-06,6.87135989709451e-07,4.93968032858754e-06
349.550415039062,0.603455543518066,349.550659179688,0.603455543518066,0.000244140625,0,6.98441811241211e-07,0
339.567138671875,0.0654525756835938,339.567138671875,0.0654511451721191,0,1.43051147460938e-06,0,2.18556941368458e-05
176.513549804688,-0.0705561637878418,176.513549804688,-0.0705575942993164,0,1.43051147460938e-06,0,-2.02747910006961e-05
249.904052734375,-0.169126987457275,249.903686523438,-0.16912317276001,0.0003662109375,3.814697265625e-06,1.46540615685512e-06,-2.2555225058855e-05
298.29638671875,0.126745700836182,298.296630859375,0.126742839813232,0.000244140625,2.86102294921875e-06,8.18449823296683e-07,2.2572938808525e-05
201.906616210938,0.0300674438476562,201.906616210938,0.0300660133361816,0,1.43051147460938e-06,0,4.75767571682314e-05
251.653564453125,0.175958633422852,251.653930664062,0.175952434539795,0.0003662109375,6.19888305664062e-06,1.45521855927542e-06,3.52292066382665e-05
258.427001953125,-0.481624126434326,258.426513671875,-0.481624126434326,0.00048828125,0,1.88943588057632e-06,-0
256.153564453125,0.940231323242188,256.154174804688,0.940227031707764,0.0006103515625,4.29153442382812e-06,2.38275646799243e-06,4.56433892143657e-06
312.87646484375,0.0337915420532227,312.876953125,0.0337891578674316,0.00048828125,2.38418579101562e-06,1.56061994066523e-06,7.05556966669489e-05
253.62060546875,-0.240974426269531,253.620727539062,-0.240975379943848,0.0001220703125,9.5367431640625e-07,4.81310705312708e-07,-3.95757479816369e-06
362.03662109375,0.503128528594971,362.036499023438,0.503129005432129,0.0001220703125,4.76837158203125e-07,3.37176698123005e-07,9.47744226579108e-07
324.088500976562,-0.494236946105957,324.088623046875,-0.494234561920166,0.0001220703125,2.38418579101562e-06,3.76657339375419e-07,-4.8239732173007e-06
342.93798828125,-0.476024627685547,342.937744140625,-0.476023197174072,0.000244140625,1.43051147460938e-06,7.11908955387513e-07,-3.00512072571662e-06
139.054931640625,0.134660720825195,139.054931640625,0.134658336639404,0,2.38418579101562e-06,0,1.7705131655359e-05
196.411254882812,0.755539894104004,196.411499023438,0.75554084777832,0.000244140625,9.5367431640625e-07,1.24300730701845e-06,1.26224217125849e-06
405.641235351562,-0.551519870758057,405.641479492188,-0.551521301269531,0.000244140625,1.43051147460938e-06,6.01863429363653e-07,-2.59376234738951e-06
153.486450195312,0.187792778015137,153.486450195312,0.187789440155029,0,3.33786010742188e-06,0,1.77741665185486e-05
312.470336914062,0.283031940460205,312.470336914062,0.283035755157471,0,3.814697265625e-06,0,1.34779744626079e-05
335.858276367188,-0.734207630157471,335.858032226562,-0.734208583831787,0.000244140625,9.5367431640625e-07,7.26915613456807e-07,-1.29891637901081e-06
306.404174804688,0.285261154174805,306.404418945312,0.285262107849121,0.000244140625,9.5367431640625e-07,7.96792749823411e-07,3.34316223029039e-06
392.340087890625,0.116593837738037,392.339965820312,0.116593837738037,0.0001220703125,0,3.11133927599135e-07,0
429.837158203125,-0.423315048217773,429.837158203125,-0.423314094543457,0,9.5367431640625e-07,0,-2.25287128445203e-06
274.827880859375,1.36730432510376,274.82763671875,1.36730480194092,0.000244140625,4.76837158203125e-07,8.88340092120868e-07,3.48742521652551e-07
313.766357421875,-0.514080047607422,313.766235351562,-0.514078140258789,0.0001220703125,1.9073486328125e-06,3.89048441977704e-07,-3.71021719611466e-06
362.841186523438,0.933540344238281,362.84130859375,0.933537006378174,0.0001220703125,3.33786010742188e-06,3.36429041227697e-07,3.57548565310843e-06
245.985107421875,-0.331540584564209,245.985229492188,-0.331541538238525,0.0001220703125,9.5367431640625e-07,4.96250825016997e-07,-2.87649343943759e-06
307.207763671875,-0.0880007743835449,307.208129882812,-0.0880022048950195,0.0003662109375,1.43051147460938e-06,1.19206276925718e-06,-1.62556691646212e-05
323.2666015625,-0.973255634307861,323.266479492188,-0.973258018493652,0.0001220703125,2.38418579101562e-06,3.77614983762556e-07,-2.44970150387175e-06
342.19482421875,1.3681902885437,342.195434570312,1.36818838119507,0.0006103515625,1.9073486328125e-06,1.78363762191163e-06,1.39406678207216e-06
225.482177734375,-0.40784740447998,225.482055664062,-0.407846450805664,0.0001220703125,9.5367431640625e-07,5.41374549982405e-07,-2.33831159872702e-06
292.200561523438,0.0631284713745117,292.200561523438,0.0631256103515625,0,2.86102294921875e-06,0,4.53206435531385e-05
281.132568359375,-0.38016414642334,281.132568359375,-0.38016414642334,0,0,0,-0
245.117431640625,-0.41905403137207,245.117065429688,-0.419052124023438,0.0003662109375,1.9073486328125e-06,1.49402241631233e-06,-4.551557770647e-06
285.06201171875,-0.170440673828125,285.061767578125,-0.170440196990967,0.000244140625,4.76837158203125e-07,8.56447421836326e-07,-2.79767233661594e-06
292.546875,-0.126053810119629,292.547119140625,-0.126053810119629,0.000244140625,0,8.34535063825242e-07,-0
353.413818359375,-0.450857162475586,353.414184570312,-0.450857162475586,0.0003662109375,0,1.03621001351909e-06,-0
160.21630859375,-0.0365204811096191,160.21630859375,-0.0365185737609863,0,1.9073486328125e-06,0,-5.22268210839677e-05
344.709716796875,0.215920448303223,344.710083007812,0.215922832489014,0.0003662109375,2.38418579101562e-06,1.06237486109449e-06,1.10419638795278e-05
367.791625976562,-0.0716328620910645,367.792114257812,-0.0716357231140137,0.00048828125,2.86102294921875e-06,1.32760295643902e-06,-3.99400898652022e-05
259.454833984375,-0.194801330566406,259.454711914062,-0.194802761077881,0.0001220703125,1.43051147460938e-06,4.70487716977173e-07,-7.34343790388908e-06
240.938110351562,0.831709861755371,240.938598632812,0.831706523895264,0.00048828125,3.33786010742188e-06,2.02658371184006e-06,4.01325060686082e-06
305.406982421875,0.0783290863037109,305.4072265625,0.0783295631408691,0.000244140625,4.76837158203125e-07,7.99394378818607e-07,6.08761292521976e-06
290.838989257812,0.15101432800293,290.838989257812,0.151013851165771,0,4.76837158203125e-07,0,3.15756236185665e-06
332.955688476562,0.760530948638916,332.95556640625,0.760529518127441,0.0001220703125,1.43051147460938e-06,3.66626301110914e-07,1.8809378857882e-06
306.073608398438,-0.65981388092041,306.073852539062,-0.659811019897461,0.000244140625,2.86102294921875e-06,7.97653303979692e-07,-4.33610603224618e-06
348.858032226562,0.453582763671875,348.858154296875,0.453585624694824,0.0001220703125,2.86102294921875e-06,3.49914008632379e-07,6.30760950010092e-06
300.181396484375,0.29662036895752,300.181640625,0.296614646911621,0.000244140625,5.7220458984375e-06,8.13310311229457e-07,1.92908056804992e-05
264.78271484375,0.304602146148682,264.782592773438,0.304599761962891,0.0001220703125,2.38418579101562e-06,4.61020699829422e-07,7.82721271389815e-06
291.53515625,0.397454738616943,291.535278320312,0.397454738616943,0.0001220703125,0,4.18715581579194e-07,0
255.219604492188,-0.181217193603516,255.219848632812,-0.181220531463623,0.000244140625,3.33786010742188e-06,9.56590405685208e-07,-1.84191137774971e-05
359.205200195312,0.130575656890869,359.205444335938,0.130572319030762,0.000244140625,3.33786010742188e-06,6.7966896043613e-07,2.55626522347236e-05
142.11474609375,0.619790077209473,142.114624023438,0.619796276092529,0.0001220703125,6.19888305664062e-06,8.58955990530869e-07,1.0001584866525e-05
241.922119140625,-0.650150299072266,241.922119140625,-0.650149345397949,0,9.5367431640625e-07,0,-1.46685207676917e-06
296.249755859375,-0.0105457305908203,296.25,-0.0105419158935547,0.000244140625,3.814697265625e-06,8.24104054674359e-07,-0.000361729064930367
264.787841796875,0.712111949920654,264.788330078125,0.712108135223389,0.00048828125,3.814697265625e-06,1.84404709327467e-06,5.35687860040833e-06
278.409790039062,-1.16688108444214,278.409912109375,-1.16688299179077,0.0001220703125,1.9073486328125e-06,4.38455531620755e-07,-1.63456984455649e-06
439.1708984375,-1.00650930404663,439.1708984375,-1.00651168823242,0,2.38418579101562e-06,0,-2.36876676790776e-06
238.8720703125,-0.386324882507324,238.872314453125,-0.386326313018799,0.000244140625,1.43051147460938e-06,1.0220559677848e-06,-3.70287170043274e-06
252.70263671875,-0.572803497314453,252.702392578125,-0.572799205780029,0.000244140625,4.29153442382812e-06,9.66118233549422e-07,-7.49215820774256e-06
223.310546875,0.499192237854004,223.310668945312,0.499189376831055,0.0001220703125,2.86102294921875e-06,5.46639261818341e-07,5.73130496082653e-06
309.603515625,-0.163249492645264,309.603637695312,-0.163247108459473,0.0001220703125,2.38418579101562e-06,3.94279477910887e-07,-1.4604552531115e-05
358.049560546875,0.0505189895629883,358.049560546875,0.0505189895629883,0,0,0,0
239.04541015625,0.254601955413818,239.046020507812,0.254597663879395,0.0006103515625,4.29153442382812e-06,2.55328710181488e-06,1.68558580661836e-05
265.893798828125,-0.12592601776123,265.893432617188,-0.125925540924072,0.0003662109375,4.76837158203125e-07,1.37728273135366e-06,-3.7866452594988e-06
299.110595703125,1.37675189971924,299.110717773438,1.37675333023071,0.0001220703125,1.43051147460938e-06,4.08110960472821e-07,1.03904812108928e-06
328.442260742188,0.122861385345459,328.442260742188,0.122862339019775,0,9.5367431640625e-07,0,7.76219732281814e-06
334.329345703125,0.371228694915771,334.329345703125,0.371228694915771,0,0,0,0
329.32421875,-0.29534387588501,329.323974609375,-0.295341968536377,0.000244140625,1.9073486328125e-06,7.41338204419562e-07,-6.45806054754666e-06
395.767822265625,-0.0935721397399902,395.767822265625,-0.0935702323913574,0,1.9073486328125e-06,0,-2.0383723596708e-05
291.292236328125,0.950981140136719,291.292602539062,0.950981616973877,0.0003662109375,4.76837158203125e-07,1.25719429434941e-06,5.01415998780556e-07
252.755126953125,0.594040393829346,252.755493164062,0.594039916992188,0.0003662109375,4.76837158203125e-07,1.44887639635463e-06,8.0270157241211e-07
297.813110351562,0.0301766395568848,297.81298828125,0.0301799774169922,0.0001220703125,3.33786010742188e-06,4.09888981569342e-07,0.000110610729240736
250.09716796875,0.549299716949463,250.097534179688,0.54929780960083,0.0003662109375,1.9073486328125e-06,1.46427462763496e-06,3.47232771829005e-06
342.233520507812,0.206739902496338,342.23291015625,0.206741809844971,0.0006103515625,1.9073486328125e-06,1.7834359462929e-06,9.22583695639639e-06
357.61376953125,-0.132961273193359,357.6142578125,-0.132964611053467,0.00048828125,3.33786010742188e-06,1.36538716235682e-06,-2.51040022952231e-05
323.958374023438,0.142706394195557,323.958129882812,0.142705917358398,0.000244140625,4.76837158203125e-07,7.53617268687542e-07,3.34138607377112e-06
272.991455078125,0.434549808502197,272.991455078125,0.434548854827881,0,9.5367431640625e-07,0,2.19462601926662e-06
302.728515625,-1.09753894805908,302.728149414062,-1.09753608703613,0.0003662109375,2.86102294921875e-06,1.20970083291935e-06,-2.6067621147097e-06
355.925048828125,0.764005184173584,355.925048828125,0.764002799987793,0,2.38418579101562e-06,0,3.12064085480594e-06
250.19580078125,1.46632385253906,250.196166992188,1.46632146835327,0.0003662109375,2.38418579101562e-06,1.46369737763978e-06,1.62596126830182e-06
320.228271484375,0.646449089050293,320.227905273438,0.646451473236084,0.0003662109375,2.38418579101562e-06,1.1435933991789e-06,3.68812615161739e-06
273.4326171875,0.706344127655029,273.432250976562,0.706342220306396,0.0003662109375,1.9073486328125e-06,1.33930963052912e-06,2.7003107382582e-06
